PermissionName,ApplicationPermission,DelegatePermission,Description,ApiCount,ApplicationGuid,DelegateGuid,SourceFiles,View
DelegatedPermissionGrant.Read.All,False,False,Read delegated permission grants,0,,,,https://graphpermissions.merill.net/permission/DelegatedPermissionGrant.Read.All.html
DelegatedPermissionGrant.ReadWrite.All,False,False,Manage all delegated permission grants,11,,,user-list-oauth2permissiongrants|user-list-oauth2permissiongrants|oauth2permissiongrant-post|oauth2p,https://graphpermissions.merill.net/permission/DelegatedPermissionGrant.ReadWrite.All.html
Device.Read.All,False,False,Read all devices,30,,,device-list|device-list|directoryobject-delta|directoryobject-delta|directoryobject-delta|directoryo,https://graphpermissions.merill.net/permission/Device.Read.All.html
Device.ReadWrite.All,False,False,,118,,,device-list|opentypeextension-update|opentypeextension-update|opentypeextension-update|opentypeexten,https://graphpermissions.merill.net/permission/Device.ReadWrite.All.html
DeviceLocalCredential.Read.All,False,False,Read device local credential passwords,2,,,devicelocalcredentialinfo-get|devicelocalcredentialinfo-get|directory-list-devicelocalcredentials|di,https://graphpermissions.merill.net/permission/DeviceLocalCredential.Read.All.html
DeviceLocalCredential.ReadBasic.All,False,False,Read device local credential properties,2,,,devicelocalcredentialinfo-get|devicelocalcredentialinfo-get|directory-list-devicelocalcredentials|di,https://graphpermissions.merill.net/permission/DeviceLocalCredential.ReadBasic.All.html
DeviceManagementApps.Read.All,False,False,Read Microsoft Intune apps,239,,,intune-apps-windowsuniversalappx-list|intune-apps-windowsuniversalappx-list|intune-books-managedeboo,https://graphpermissions.merill.net/permission/DeviceManagementApps.Read.All.html
DeviceManagementApps.ReadWrite.All,False,False,Read and write Microsoft Intune apps,524,,,intune-apps-windowswebapp-update|intune-apps-windowswebapp-update|intune-apps-windowsuniversalappx-l,https://graphpermissions.merill.net/permission/DeviceManagementApps.ReadWrite.All.html
DeviceManagementCloudCA.Read.All,False,False,Read Microsoft Cloud PKI objects,0,,,,https://graphpermissions.merill.net/permission/DeviceManagementCloudCA.Read.All.html
DeviceManagementCloudCA.ReadWrite.All,False,False,Read and write Microsoft Cloud PKI objects,0,,,,https://graphpermissions.merill.net/permission/DeviceManagementCloudCA.ReadWrite.All.html
DeviceManagementConfiguration.Read.All,False,False,Read Microsoft Intune Device Configuration and Policies,1257,,,intune-deviceconfig-iosdevicefeaturesconfiguration-list|intune-deviceconfig-iosdevicefeaturesconfigu,https://graphpermissions.merill.net/permission/DeviceManagementConfiguration.Read.All.html
DeviceManagementConfiguration.ReadWrite.All,False,False,Read and write Microsoft Intune Device Configuration and Policies,2423,,,intune-onboarding-vpptoken-create|intune-onboarding-vpptoken-create|intune-onboarding-devicemanageme,https://graphpermissions.merill.net/permission/DeviceManagementConfiguration.ReadWrite.All.html
DeviceManagementManagedDevices.PrivilegedOperations.All,False,False,Perform user-impacting remote actions on Microsoft Intune devices,201,,,intune-devices-manageddevice-retire|intune-devices-manageddevice-retire|intune-devices-manageddevice,https://graphpermissions.merill.net/permission/DeviceManagementManagedDevices.PrivilegedOperations.All.html
DeviceManagementManagedDevices.Read.All,False,False,Read Microsoft Intune devices,385,,,intune-troubleshooting-devicemanagement-get|intune-troubleshooting-devicemanagement-get|intune-troub,https://graphpermissions.merill.net/permission/DeviceManagementManagedDevices.Read.All.html
DeviceManagementManagedDevices.ReadWrite.All,False,False,Read and write Microsoft Intune devices,492,,,intune-troubleshooting-devicemanagement-get|intune-troubleshooting-devicemanagement-get|intune-onboa,https://graphpermissions.merill.net/permission/DeviceManagementManagedDevices.ReadWrite.All.html
DeviceManagementRBAC.Read.All,False,False,Read Microsoft Intune RBAC settings,48,,,intune-rbac-devicemanagement-geteffectivepermissions|intune-rbac-devicemanagement-geteffectivepermis,https://graphpermissions.merill.net/permission/DeviceManagementRBAC.Read.All.html
DeviceManagementRBAC.ReadWrite.All,False,False,Read and write Microsoft Intune RBAC settings,79,,,intune-rbac-roledefinition-create|intune-rbac-roledefinition-create|intune-rbac-deviceandappmanageme,https://graphpermissions.merill.net/permission/DeviceManagementRBAC.ReadWrite.All.html
DeviceManagementServiceConfig.Read.All,False,False,Read Microsoft Intune configuration,102,,,intune-onboarding-deviceenrollmentlimitconfiguration-list|intune-onboarding-deviceenrollmentlimitcon,https://graphpermissions.merill.net/permission/DeviceManagementServiceConfig.Read.All.html
DeviceManagementServiceConfig.ReadWrite.All,False,False,Read and write Microsoft Intune configuration,257,,,intune-onboarding-vpptoken-create|intune-onboarding-vpptoken-create|intune-onboarding-devicemanageme,https://graphpermissions.merill.net/permission/DeviceManagementServiceConfig.ReadWrite.All.html
Directory.Read.All,False,False,Read directory data,248,,,rbacapplication-list-roleassignments|rbacapplication-list-roleassignments|subscribedsku-list|subscri,https://graphpermissions.merill.net/permission/Directory.Read.All.html
Directory.ReadWrite.All,False,False,Read and write directory data,324,,,teamsapp-delete|user-post-manager|user-post-manager|rbacapplication-list-roleassignments|rbacapplica,https://graphpermissions.merill.net/permission/Directory.ReadWrite.All.html
DirectoryRecommendations.Read.All,False,False,Read Azure AD recommendations,5,,,recommendation-get|recommendation-get|directory-list-recommendation|directory-list-recommendation|re,https://graphpermissions.merill.net/permission/DirectoryRecommendations.Read.All.html
DirectoryRecommendations.ReadWrite.All,False,False,Read and update Azure AD recommendations,13,,,recommendation-postpone|recommendation-postpone|recommendation-reactivate|recommendation-reactivate|,https://graphpermissions.merill.net/permission/DirectoryRecommendations.ReadWrite.All.html
Domain.Read.All,False,False,Read domains.,11,,,domain-list-domainnamereferences|domain-list-domainnamereferences|domain-list-federationconfiguratio,https://graphpermissions.merill.net/permission/Domain.Read.All.html
Domain.ReadWrite.All,False,False,Read and write domains,21,,,domain-list-domainnamereferences|domain-list-domainnamereferences|domain-post-domains|domain-post-do,https://graphpermissions.merill.net/permission/Domain.ReadWrite.All.html
eDiscovery.Read.All,False,False,Read all eDiscovery objects,153,,,security-ediscoveryreviewsetquery-update|security-ediscoveryreviewset-addtoreviewset|security-edisco,https://graphpermissions.merill.net/permission/eDiscovery.Read.All.html
eDiscovery.ReadWrite.All,False,False,Read and write all eDiscovery objects,170,,,security-ediscoveryreviewsetquery-update|security-ediscoveryreviewset-addtoreviewset|security-edisco,https://graphpermissions.merill.net/permission/eDiscovery.ReadWrite.All.html
EduAdministration.Read.All,False,False,Read Education app settings,4,,,educationsynchronizationprofile-get|educationsynchronizationprofile-list|educationsynchronizationerr,https://graphpermissions.merill.net/permission/EduAdministration.Read.All.html
EduAdministration.ReadWrite.All,False,False,Manage education app settings,9,,,educationsynchronizationprofile-uploadurl|educationsynchronizationprofile-resume|educationsynchroniz,https://graphpermissions.merill.net/permission/EduAdministration.ReadWrite.All.html
EduAssignments.Read.All,False,False,Read all class assignments with grades,25,,,educationsubmission-get|educationcategory-delta|educationcategory-delta|educationassignment-get|educ,https://graphpermissions.merill.net/permission/EduAssignments.Read.All.html
EduAssignments.ReadBasic.All,False,False,Read all class assignments without grades,23,,,educationsubmission-get|educationcategory-delta|educationcategory-delta|educationassignment-get|educ,https://graphpermissions.merill.net/permission/EduAssignments.ReadBasic.All.html
EduAssignments.ReadWrite.All,False,False,"Create, read, update and delete all class assignments with grades",34,,,educationsubmission-reassign|educationfeedbackresourceoutcome-post-outcomes|educationsubmission-get|,https://graphpermissions.merill.net/permission/EduAssignments.ReadWrite.All.html
EduAssignments.ReadWriteBasic.All,False,False,"Create, read, update and delete all class assignments without grades",23,,,educationsubmission-get|educationcategory-delta|educationcategory-delta|educationassignment-get|educ,https://graphpermissions.merill.net/permission/EduAssignments.ReadWriteBasic.All.html
EduCurricula.Read.All,False,False,Read all class modules and resources,4,,,educationmodule-list-resources|educationmodule-get|educationmoduleresource-get|educationclass-list-m,https://graphpermissions.merill.net/permission/EduCurricula.Read.All.html
EduCurricula.ReadWrite.All,False,False,Read and write all class modules and resources,14,,,educationmodule-list-resources|educationmodule-publish|educationclass-post-module|educationmodule-ge,https://graphpermissions.merill.net/permission/EduCurricula.ReadWrite.All.html
EduReports-Reading.Read.All,False,False,Read all tenant reading assignments submissions data,1,,,readingassignmentsubmission-get|,https://graphpermissions.merill.net/permission/EduReports-Reading.Read.All.html
EduReports-Reading.ReadAnonymous.All,False,False,Read all tenant reading assignments submissions data,0,,,,https://graphpermissions.merill.net/permission/EduReports-Reading.ReadAnonymous.All.html
EduReports-Reflect.Read.All,False,False,Read all tenant reflect check-ins submissions data,1,,,reflectcheckinresponse-get|,https://graphpermissions.merill.net/permission/EduReports-Reflect.Read.All.html
EduReports-Reflect.ReadAnonymous.All,False,False,Read all tenant reflect check-ins submissions data,1,,,reflectcheckinresponse-get|,https://graphpermissions.merill.net/permission/EduReports-Reflect.ReadAnonymous.All.html
EduRoster.Read.All,False,False,Read the organization's roster,30,,,educationclass-list-members|educationuser-list|educationclass-list-teachers|educationclass-delta|edu,https://graphpermissions.merill.net/permission/EduRoster.Read.All.html
EduRoster.ReadBasic.All,False,False,Read a limited subset of the organization's roster,3,,,educationclass-delta|educationuser-delta|educationschool-delta|educationclass-delta|educationuser-de,https://graphpermissions.merill.net/permission/EduRoster.ReadBasic.All.html
EduRoster.ReadWrite.All,False,False,Read and write the organization's roster,48,,,educationschool-delete|educationschool-update|educationclass-delete-members|educationuser-update|edu,https://graphpermissions.merill.net/permission/EduRoster.ReadWrite.All.html
EntitlementManagement.Read.All,False,False,Read all entitlement management resources,68,,,entitlementmanagement-list-assignmentpolicies|entitlementmanagement-list-assignmentpolicies|rbacappl,https://graphpermissions.merill.net/permission/EntitlementManagement.Read.All.html
EntitlementManagement.ReadWrite.All,False,False,Read and write entitlement management resources,131,,,entitlementmanagement-list-assignmentpolicies|entitlementmanagement-list-assignmentpolicies|rbacappl,https://graphpermissions.merill.net/permission/EntitlementManagement.ReadWrite.All.html
EventListener.Read.All,False,False,Read your organization's authentication event listeners,9,,,onauthenticationmethodloadstartexternalusersselfservicesignup-list-identityproviders|onauthenticatio,https://graphpermissions.merill.net/permission/EventListener.Read.All.html
EventListener.ReadWrite.All,False,False,Read and write your organization's authentication event listeners,25,,,onauthenticationmethodloadstartexternalusersselfservicesignup-list-identityproviders|onauthenticatio,https://graphpermissions.merill.net/permission/EventListener.ReadWrite.All.html
ExternalConnection.Read.All,False,False,Read all external connections,7,,,externalconnectors-externalconnection-list|externalconnectors-externalconnection-list|externalconnec,https://graphpermissions.merill.net/permission/ExternalConnection.Read.All.html
ExternalConnection.ReadWrite.All,False,False,Read and write all external connections,14,,,externalconnectors-externalconnection-list|externalconnectors-externalconnection-list|externalconnec,https://graphpermissions.merill.net/permission/ExternalConnection.ReadWrite.All.html
ExternalConnection.ReadWrite.OwnedBy,False,False,Read and write external connections,15,,,externalconnectors-externalconnection-list|externalconnectors-externalconnection-list|externalconnec,https://graphpermissions.merill.net/permission/ExternalConnection.ReadWrite.OwnedBy.html
ExternalItem.Read.All,False,False,Read items in external datasets,4,,,externalconnectors-externalgroup-get|externalconnectors-externalgroup-get|search-query|externalconne,https://graphpermissions.merill.net/permission/ExternalItem.Read.All.html
ExternalItem.ReadWrite.All,False,False,Read and write all external items,15,,,externalconnectors-externalitem-addactivities|externalconnectors-externalitem-delete|externalconnect,https://graphpermissions.merill.net/permission/ExternalItem.ReadWrite.All.html
ExternalItem.ReadWrite.OwnedBy,False,False,Read and write external items,15,,,externalconnectors-externalitem-addactivities|externalconnectors-externalitem-delete|externalconnect,https://graphpermissions.merill.net/permission/ExternalItem.ReadWrite.OwnedBy.html
ExternalUserProfile.Read.All,False,False,Read external user profiles,9,,,directory-deleteditems-get|directory-deleteditems-get|directory-deleteditems-list|directory-deletedi,https://graphpermissions.merill.net/permission/ExternalUserProfile.Read.All.html
ExternalUserProfile.ReadWrite.All,False,False,Read and write external user profiles,5,,,externaluserprofile-update|externaluserprofile-update|directory-delete-externaluserprofiles|director,https://graphpermissions.merill.net/permission/ExternalUserProfile.ReadWrite.All.html
Files.Read.All,False,False,Read all files that user can access,135,,,driveitem-list-permissions|driveitem-list-permissions|driveitem-list-permissions|driveitem-list-perm,https://graphpermissions.merill.net/permission/Files.Read.All.html
Files.ReadWrite.All,False,False,Have full access to all files user can access,248,,,driveitem-list-permissions|driveitem-list-permissions|driveitem-list-permissions|driveitem-list-perm,https://graphpermissions.merill.net/permission/Files.ReadWrite.All.html
